input,output,cycles taken 
2.8684 , -1.0367 , 7211 
2.8784 , -1.0391 , 7209 
2.8884 , -1.0414 , 7209 
2.8984 , -1.0435 , 7210 
2.9084 , -1.0456 , 7209 
2.9184 , -1.0476 , 7209 
2.9284 , -1.0495 , 7209 
2.9384 , -1.0514 , 7209 
2.9484 , -1.0531 , 7211 
2.9584 , -1.0547 , 7209 
2.9684 , -1.0562 , 7209 
2.9784 , -1.0577 , 8145 
2.9884 , -1.0590 , 7209 
2.9984 , -1.0602 , 7209 
3.0084 , -1.0614 , 7210 
3.0184 , -1.0624 , 7209 
3.0284 , -1.0633 , 7209 
3.0384 , -1.0642 , 7209 
3.0484 , -1.0649 , 7209 
3.0584 , -1.0656 , 7210 
3.0684 , -1.0661 , 7209 
3.0784 , -1.0666 , 7210 
3.0884 , -1.0670 , 7209 
3.0984 , -1.0672 , 7209 
3.1084 , -1.0674 , 7209 
3.1184 , -1.0674 , 7209 
3.1284 , -1.0674 , 7209 
